Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDO03,OUT013,4109.900606217616
FDF24,OUT045,1364.0491539906102
FDF56,OUT018,2736.968429875519
FDD28,OUT013,876.3205797979805
FDG53,OUT027,3175.3359881578954
FDO27,OUT019,230.00859181286538
NCF54,OUT018,2997.4076790419144
FDC20,OUT027,1378.263185276074
FDU10,OUT046,637.5735090128754
DRA24,OUT018,2346.648786938776
FDA02,OUT010,384.48867398374
FDG10,OUT017,876.3205797979805
FDW39,OUT010,384.48867398374
FDP04,OUT019,130.33349056603774
NCM55,OUT013,3389.2269793548367
FDG47,OUT045,4333.891515923565
NCU41,OUT017,2880.9695613636372
NCK31,OUT017,754.596095726496
FDZ46,OUT045,1722.3316111731858
FDU13,OUT027,4117.3177126315795
NCF19,OUT045,754.596095726496
NCJ43,OUT013,2997.4076790419144
NCJ05,OUT045,2539.3942358778613
FDS04,OUT027,3175.3359881578954
FDX28,OUT010,230.00859181286538
FDB41,OUT027,1378.263185276074
FDG53,OUT046,2054.21570662021
FDL15,OUT010,384.48867398374
FDQ08,OUT049,876.3205797979805
DRN36,OUT013,1554.0070756410257
FDI46,OUT013,4105.14011097561
FDG16,OUT027,5669.163351428572
FDV32,OUT013,876.3205797979805
FDF44,OUT010,286.4177705128203
FDK04,OUT018,876.3205797979805
NCA41,OUT013,3087.5075112820527
FDD51,OUT017,637.5735090128754
NCZ53,OUT045,3087.5075112820527
FDP01,OUT027,4117.3177126315795
FDY25,OUT049,3389.2269793548367
FDB17,OUT018,2736.968429875519
NCV54,OUT018,1874.4309598591558
FDJ32,OUT017,1103.1862133333336
FDA37,OUT049,2054.21570662021
FDG35,OUT035,2997.4076790419144
NCM05,OUT018,3327.9525829268264
FDG45,OUT046,3593.1412351254467
FDH28,OUT013,637.5735090128754
NCE18,OUT049,4105.14011097561
FDH38,OUT045,1874.4309598591558
FDR56,OUT013,3087.5075112820527
FDH17,OUT027,2513.0798546666674
FDD39,OUT049,3593.1412351254467
FDB41,OUT049,754.596095726496
NCR53,OUT046,3593.1412351254467
FDX46,OUT017,876.3205797979805
FDV28,OUT049,552.5502107784432
FDA08,OUT018,2346.648786938776
FDH45,OUT017,637.5735090128754
NCS38,OUT010,286.4177705128203
FDD40,OUT010,542.9755395973153
DRM59,OUT035,2384.015126168225
NCJ43,OUT018,2736.968429875519
NCN29,OUT013,754.596095726496
NCC19,OUT045,3087.5075112820527
FDR56,OUT035,3087.5075112820527
FDZ43,OUT049,4109.900606217616
FDJ32,OUT010,130.33349056603774
DRH03,OUT017,1364.0491539906102
NCZ54,OUT035,2811.181403212851
FDE26,OUT017,2539.3942358778613
FDS03,OUT045,1103.1862133333336
DRZ24,OUT019,286.4177705128203
FDO48,OUT027,5669.163351428572
FDW39,OUT049,2736.968429875519
NCK05,OUT049,876.3205797979805
NCK30,OUT017,4333.891515923565
FDT27,OUT018,3327.9525829268264
FDS08,OUT019,384.48867398374
NCJ19,OUT049,876.3205797979805
FDC58,OUT045,637.5735090128754
DRE37,OUT013,3087.5075112820527
FDW02,OUT035,2202.299020111731
FDJ02,OUT010,384.48867398374
FDX09,OUT045,2736.968429875519
FDT31,OUT010,542.9755395973153
FDI24,OUT049,2736.968429875519
FDY09,OUT045,2736.968429875519
FDV28,OUT045,552.5502107784432
DRM47,OUT049,3087.5075112820527
FDT52,OUT019,542.9755395973153
FDI48,OUT018,876.3205797979805
FDY55,OUT017,4105.14011097561
FDU48,OUT013,1936.508247826087
FDN25,OUT045,876.3205797979805
FDP20,OUT049,2054.21570662021
FDJ15,OUT013,3389.2269793548367
FDD04,OUT018,1936.508247826087
FDY58,OUT045,4109.900606217616
FDR37,OUT018,3389.2269793548367
FDF44,OUT013,1936.508247826087
FDD32,OUT045,1364.0491539906102
FDR57,OUT017,2384.015126168225
DRG39,OUT027,1378.263185276074
FDX15,OUT017,2811.181403212851
DRN37,OUT045,2811.181403212851
FDW40,OUT027,3175.3359881578954
FDB32,OUT049,1443.5247018633534
FDM40,OUT018,1936.508247826087
FDE39,OUT027,3175.3359881578954
DRH49,OUT017,1364.0491539906102
FDT46,OUT049,754.596095726496
NCF06,OUT035,4333.891515923565
FDP07,OUT017,2880.9695613636372
FDC04,OUT013,4109.900606217616
FDZ32,OUT017,1722.3316111731858
FDD50,OUT045,2811.181403212851
FDU56,OUT017,3389.2269793548367
FDV34,OUT017,1103.1862133333336
NCY41,OUT013,552.5502107784432
NCK18,OUT046,2811.181403212851
DRH25,OUT049,876.3205797979805
FDT57,OUT046,4109.900606217616
FDV56,OUT018,1509.4323129186605
FDV12,OUT045,1554.0070756410257
FDN52,OUT017,1364.0491539906102
FDX38,OUT035,754.596095726496
FDE47,OUT018,1936.508247826087
NCO07,OUT013,3753.0000993630556
FDV09,OUT027,4117.3177126315795
FDZ23,OUT019,542.9755395973153
DRH51,OUT018,1248.2233455555554
NCY54,OUT045,2997.4076790419144
DRG49,OUT013,3593.1412351254467
NCC19,OUT049,3087.5075112820527
NCV53,OUT045,4109.900606217616
FDZ47,OUT019,230.00859181286538
NCO26,OUT018,1874.4309598591558
NCP02,OUT045,876.3205797979805
NCW30,OUT018,3327.9525829268264
NCN55,OUT046,4109.900606217616
FDB20,OUT010,130.33349056603774
DRL11,OUT013,2346.648786938776
DRD60,OUT045,3389.2269793548367
FDW14,OUT010,230.00859181286538
FDL27,OUT010,130.33349056603774
FDU09,OUT018,876.3205797979805
DRH36,OUT027,1378.263185276074
FDP34,OUT027,4117.3177126315795
FDE04,OUT017,2736.968429875519
FDZ57,OUT027,3175.3359881578954
FDF02,OUT010,230.00859181286538
FDG28,OUT045,4109.900606217616
NCI31,OUT046,552.5502107784432
FDT43,OUT013,754.596095726496
FDU20,OUT046,2202.299020111731
FDD53,OUT013,637.5735090128754
FDW15,OUT045,2539.3942358778613
NCT53,OUT045,2384.015126168225
NCG55,OUT027,3175.3359881578954
FDD48,OUT035,1874.4309598591558
FDG47,OUT049,4333.891515923565
FDI21,OUT017,1103.1862133333336
FDT27,OUT017,3593.1412351254467
DRO35,OUT013,1874.4309598591558
FDD33,OUT017,3593.1412351254467
FDC04,OUT035,4109.900606217616
FDY34,OUT013,2346.648786938776
DRJ49,OUT049,2202.299020111731
FDE05,OUT049,2539.3942358778613
FDU31,OUT017,3753.0000993630556
NCN19,OUT027,5669.163351428572
FDK56,OUT027,5669.163351428572
FDK58,OUT017,1722.3316111731858
NCJ42,OUT035,1722.3316111731858
FDZ34,OUT027,5669.163351428572
FDA52,OUT018,2736.968429875519
NCR29,OUT013,876.3205797979805
FDT48,OUT035,3087.5075112820527
DRJ51,OUT019,542.9755395973153
NCS54,OUT046,2736.968429875519
FDV01,OUT035,2539.3942358778613
DRG51,OUT027,4117.3177126315795
NCG42,OUT013,1936.508247826087
FDA51,OUT049,1874.4309598591558
FDV19,OUT010,384.48867398374
NCT18,OUT045,3389.2269793548367
NCS41,OUT045,3389.2269793548367
FDO03,OUT046,4109.900606217616
FDL12,OUT010,130.33349056603774
FDY37,OUT010,384.48867398374
FDI58,OUT049,1248.2233455555554
FDT28,OUT018,2346.648786938776
NCC42,OUT010,286.4177705128203
FDO01,OUT017,2202.299020111731
FDJ02,OUT013,2346.648786938776
FDQ04,OUT018,637.5735090128754
DRL47,OUT013,1936.508247826087
FDZ32,OUT035,1722.3316111731858
FDC35,OUT035,3593.1412351254467
FDX14,OUT045,1103.1862133333336
FDZ35,OUT013,1722.3316111731858
FDL14,OUT013,2346.648786938776
FDO04,OUT049,876.3205797979805
DRK11,OUT017,2384.015126168225
FDB44,OUT018,3327.9525829268264
FDZ50,OUT049,3389.2269793548367
FDI12,OUT027,2513.0798546666674
FDU43,OUT017,4109.900606217616
FDD58,OUT010,230.00859181286538
FDB27,OUT017,3087.5075112820527
FDB04,OUT018,1443.5247018633534
NCO17,OUT013,1874.4309598591558
FDL12,OUT017,876.3205797979805
DRJ13,OUT049,2811.181403212851
FDD57,OUT045,1554.0070756410257
FDW19,OUT035,1722.3316111731858
DRD27,OUT018,1509.4323129186605
FDH27,OUT027,4117.3177126315795
NCW30,OUT027,5669.163351428572
FDR40,OUT018,1248.2233455555554
FDG05,OUT013,2346.648786938776
NCY41,OUT019,130.33349056603774
FDI38,OUT018,3327.9525829268264
FDR20,OUT046,637.5735090128754
FDE09,OUT017,1722.3316111731858
FDN50,OUT019,230.00859181286538
DRF27,OUT045,2539.3942358778613
DRF51,OUT013,552.5502107784432
NCO02,OUT019,130.33349056603774
FDB51,OUT027,1378.263185276074
FDJ50,OUT013,876.3205797979805
FDN52,OUT013,1248.2233455555554
FDX14,OUT013,1443.5247018633534
FDT27,OUT019,542.9755395973153
FDV10,OUT013,637.5735090128754
FDU33,OUT046,637.5735090128754
FDU58,OUT046,3087.5075112820527
NCP42,OUT027,5669.163351428572
FDL51,OUT027,5669.163351428572
DRH15,OUT027,1378.263185276074
FDU16,OUT017,1364.0491539906102
FDW15,OUT017,2539.3942358778613
FDQ44,OUT045,2202.299020111731
NCI06,OUT027,5669.163351428572
DRK23,OUT019,542.9755395973153
FDC28,OUT035,1722.3316111731858
NCY17,OUT019,130.33349056603774
NCV05,OUT018,2346.648786938776
FDM34,OUT019,286.4177705128203
DRD60,OUT027,5669.163351428572
FDT38,OUT046,1364.0491539906102
FDQ57,OUT018,2346.648786938776
FDE59,OUT027,1378.263185276074
NCM43,OUT046,2811.181403212851
DRI51,OUT049,2997.4076790419144
NCG30,OUT017,2054.21570662021
NCK54,OUT035,1874.4309598591558
FDQ16,OUT019,230.00859181286538
FDI36,OUT013,3087.5075112820527
FDX16,OUT027,4117.3177126315795
FDA34,OUT046,2997.4076790419144
FDJ48,OUT018,3327.9525829268264
FDU47,OUT035,2054.21570662021
FDS39,OUT046,2202.299020111731
FDD11,OUT046,4105.14011097561
FDM16,OUT027,1378.263185276074
FDU56,OUT018,3389.2269793548367
FDQ32,OUT017,2054.21570662021
DRK35,OUT013,637.5735090128754
FDA58,OUT049,3593.1412351254467
DRG48,OUT019,384.48867398374
FDT59,OUT010,542.9755395973153
FDQ31,OUT019,230.00859181286538
FDS51,OUT018,1103.1862133333336
FDW32,OUT027,2513.0798546666674
FDI15,OUT027,5669.163351428572
NCV30,OUT017,876.3205797979805
DRG25,OUT049,3087.5075112820527
FDT02,OUT013,552.5502107784432
FDO33,OUT027,3175.3359881578954
FDP38,OUT035,754.596095726496
FDZ45,OUT035,3087.5075112820527
NCA54,OUT027,5669.163351428572
FDU33,OUT017,754.596095726496
FDN58,OUT017,4109.900606217616
FDI05,OUT045,1103.1862133333336
FDM57,OUT019,230.00859181286538
NCS42,OUT027,2513.0798546666674
FDB57,OUT045,3753.0000993630556
FDC03,OUT045,3087.5075112820527
FDZ58,OUT013,1936.508247826087
NCK29,OUT045,2054.21570662021
NCR53,OUT045,3593.1412351254467
FDE26,OUT027,4117.3177126315795
FDU52,OUT049,2384.015126168225
FDE41,OUT027,2513.0798546666674
FDU38,OUT018,3087.5075112820527
FDA52,OUT017,2736.968429875519
FDW46,OUT046,1103.1862133333336
DRI59,OUT035,3753.0000993630556
FDT38,OUT035,1364.0491539906102
FDL33,OUT018,3087.5075112820527
FDQ01,OUT027,5669.163351428572
FDJ08,OUT046,3087.5075112820527
FDQ47,OUT049,552.5502107784432
NCZ18,OUT013,4105.14011097561
FDE29,OUT017,876.3205797979805
FDF10,OUT027,4117.3177126315795
FDC48,OUT049,1443.5247018633534
FDY58,OUT013,4109.900606217616
NCX30,OUT010,542.9755395973153
FDV11,OUT013,2736.968429875519
FDT46,OUT046,754.596095726496
DRD01,OUT019,130.33349056603774
FDQ11,OUT013,4105.14011097561
NCM41,OUT017,1364.0491539906102
NCC55,OUT013,552.5502107784432
FDG45,OUT027,5669.163351428572
NCQ54,OUT049,2811.181403212851
FDM34,OUT045,2054.21570662021
FDD17,OUT019,542.9755395973153
FDN38,OUT027,5669.163351428572
FDB53,OUT018,2346.648786938776
NCL06,OUT035,4333.891515923565
NCV18,OUT019,230.00859181286538
FDX25,OUT013,3389.2269793548367
FDB39,OUT046,876.3205797979805
FDC33,OUT049,3087.5075112820527
NCO14,OUT018,637.5735090128754
FDA58,OUT027,5669.163351428572
NCQ02,OUT017,3087.5075112820527
NCR53,OUT017,3593.1412351254467
FDN52,OUT046,1364.0491539906102
FDG26,OUT046,4333.891515923565
FDE23,OUT027,1378.263185276074
DRI37,OUT013,876.3205797979805
DRH37,OUT018,2346.648786938776
FDO01,OUT035,2202.299020111731
FDK45,OUT049,1874.4309598591558
FDP23,OUT049,3753.0000993630556
FDM33,OUT035,3593.1412351254467
FDD36,OUT017,2202.299020111731
FDL56,OUT017,1364.0491539906102
FDT27,OUT010,542.9755395973153
FDG52,OUT017,637.5735090128754
NCL42,OUT035,4109.900606217616
DRJ24,OUT046,3087.5075112820527
FDV38,OUT046,876.3205797979805
FDT35,OUT045,2811.181403212851
FDY51,OUT045,3593.1412351254467
FDC37,OUT017,1722.3316111731858
NCP43,OUT013,3389.2269793548367
FDO33,OUT045,1722.3316111731858
FDW04,OUT018,1936.508247826087
NCC31,OUT046,2384.015126168225
FDK22,OUT049,3753.0000993630556
FDJ50,OUT017,876.3205797979805
FDV13,OUT017,1364.0491539906102
DRL60,OUT017,2384.015126168225
FDW03,OUT017,1722.3316111731858
FDY27,OUT035,2736.968429875519
FDB39,OUT027,1378.263185276074
FDU59,OUT045,2384.015126168225
FDZ57,OUT049,2202.299020111731
FDO21,OUT049,3753.0000993630556
FDS43,OUT018,3087.5075112820527
FDU28,OUT010,542.9755395973153
FDC51,OUT010,286.4177705128203
FDW16,OUT010,230.00859181286538
FDP32,OUT010,286.4177705128203
FDB60,OUT019,542.9755395973153
NCQ30,OUT046,2202.299020111731
FDD26,OUT049,3389.2269793548367
FDI44,OUT045,1364.0491539906102
DRH23,OUT046,876.3205797979805
FDO44,OUT046,1722.3316111731858
FDG04,OUT046,3087.5075112820527
FDM32,OUT027,2513.0798546666674
FDM09,OUT013,2346.648786938776
FDZ47,OUT013,1554.0070756410257
FDM40,OUT027,3175.3359881578954
FDY48,OUT017,1722.3316111731858
NCM30,OUT045,637.5735090128754
FDX36,OUT010,542.9755395973153
DRF03,OUT017,637.5735090128754
FDN51,OUT049,4105.14011097561
FDM57,OUT049,1443.5247018633534
FDB35,OUT049,1443.5247018633534
FDY13,OUT027,2513.0798546666674
FDA37,OUT017,2054.21570662021
NCX53,OUT017,2202.299020111731
FDD59,OUT018,1248.2233455555554
FDX10,OUT019,130.33349056603774
FDC03,OUT018,3087.5075112820527
FDW43,OUT035,3753.0000993630556
FDW10,OUT046,2736.968429875519
FDY14,OUT027,5669.163351428572
FDV43,OUT045,754.596095726496
FDO40,OUT013,2346.648786938776
FDP46,OUT027,2513.0798546666674
NCE43,OUT019,384.48867398374
FDD05,OUT035,2202.299020111731
FDJ60,OUT010,384.48867398374
DRE27,OUT018,1509.4323129186605
FDO11,OUT035,4333.891515923565
DRG11,OUT027,3175.3359881578954
FDK33,OUT010,542.9755395973153
DRM23,OUT045,2811.181403212851
FDJ02,OUT027,4117.3177126315795
NCZ05,OUT045,1722.3316111731858
NCL30,OUT013,1936.508247826087
FDZ19,OUT018,2997.4076790419144
FDM45,OUT049,2054.21570662021
FDO36,OUT046,2736.968429875519
NCK31,OUT045,754.596095726496
DRJ37,OUT045,2539.3942358778613
FDP24,OUT018,1936.508247826087
FDF46,OUT013,1874.4309598591558
FDX46,OUT019,130.33349056603774
NCL18,OUT045,2880.9695613636372
FDJ26,OUT013,3593.1412351254467
FDJ07,OUT045,1874.4309598591558
FDY15,OUT013,2346.648786938776
DRG01,OUT045,1103.1862133333336
FDF58,OUT045,1103.1862133333336
FDZ14,OUT019,286.4177705128203
FDP31,OUT049,1103.1862133333336
FDH45,OUT013,637.5735090128754
FDA09,OUT010,384.48867398374
FDW31,OUT035,3087.5075112820527
FDA57,OUT046,637.5735090128754
NCE55,OUT035,2736.968429875519
FDC17,OUT019,542.9755395973153
FDC59,OUT013,1103.1862133333336
FDA22,OUT013,2346.648786938776
FDK52,OUT035,3593.1412351254467
NCM26,OUT046,2539.3942358778613
NCT53,OUT035,2384.015126168225
FDW45,OUT018,2346.648786938776
NCI18,OUT035,3753.0000993630556
FDE38,OUT018,2346.648786938776
FDF08,OUT019,230.00859181286538
FDY58,OUT010,542.9755395973153
FDF58,OUT019,130.33349056603774
FDX39,OUT017,3753.0000993630556
FDB44,OUT049,3753.0000993630556
FDF28,OUT013,1936.508247826087
FDE39,OUT013,1874.4309598591558
FDT37,OUT018,3327.9525829268264
FDZ45,OUT017,3087.5075112820527
FDO40,OUT035,2539.3942358778613
FDM57,OUT027,2513.0798546666674
DRG36,OUT017,2997.4076790419144
FDY36,OUT010,130.33349056603774
DRL60,OUT027,4117.3177126315795
FDS25,OUT019,230.00859181286538
DRF49,OUT027,3175.3359881578954
FDP16,OUT045,4109.900606217616
FDS60,OUT049,2880.9695613636372
FDU15,OUT027,1378.263185276074
FDK43,OUT046,2202.299020111731
FDN25,OUT046,876.3205797979805
FDE53,OUT049,1509.4323129186605
FDB22,OUT013,2346.648786938776
FDE39,OUT017,2202.299020111731
FDX35,OUT035,3593.1412351254467
NCG54,OUT049,2811.181403212851
FDH27,OUT035,2384.015126168225
NCK42,OUT013,3753.0000993630556
FDS25,OUT049,1509.4323129186605
FDI10,OUT018,2997.4076790419144
FDU35,OUT035,1722.3316111731858
FDI04,OUT017,3087.5075112820527
DRK23,OUT035,4333.891515923565
FDB53,OUT019,384.48867398374
FDY02,OUT049,4105.14011097561
FDM60,OUT035,637.5735090128754
NCJ31,OUT010,542.9755395973153
DRP35,OUT017,2054.21570662021
NCQ30,OUT018,1936.508247826087
DRL11,OUT010,384.48867398374
FDU01,OUT013,2880.9695613636372
FDR39,OUT035,2880.9695613636372
FDO08,OUT046,2811.181403212851
FDC02,OUT045,4333.891515923565
NCZ29,OUT035,2054.21570662021
FDF29,OUT010,286.4177705128203
FDZ23,OUT017,3087.5075112820527
NCU53,OUT018,2346.648786938776
NCW30,OUT013,4105.14011097561
NCM26,OUT027,4117.3177126315795
FDV50,OUT027,3175.3359881578954
FDW15,OUT049,2539.3942358778613
FDI35,OUT027,5669.163351428572
FDO11,OUT017,4333.891515923565
FDN48,OUT046,1443.5247018633534
NCA17,OUT049,2539.3942358778613
NCN54,OUT013,1443.5247018633534
FDP22,OUT013,754.596095726496
NCB54,OUT035,2054.21570662021
FDD08,OUT045,552.5502107784432
DRM48,OUT010,130.33349056603774
FDG41,OUT027,3175.3359881578954
FDE44,OUT027,1378.263185276074
FDE26,OUT035,2539.3942358778613
NCS38,OUT013,1874.4309598591558
NCJ54,OUT018,3327.9525829268264
FDI40,OUT019,230.00859181286538
FDN45,OUT018,3327.9525829268264
FDU43,OUT046,4109.900606217616
FDI04,OUT010,542.9755395973153
NCC07,OUT018,1509.4323129186605
NCC07,OUT019,230.00859181286538
NCD18,OUT045,3593.1412351254467
FDU55,OUT035,4105.14011097561
FDX59,OUT035,552.5502107784432
FDR52,OUT049,3087.5075112820527
NCP17,OUT013,1103.1862133333336
FDQ32,OUT045,2054.21570662021
NCT17,OUT049,3087.5075112820527
FDO10,OUT049,876.3205797979805
FDE32,OUT049,552.5502107784432
FDN44,OUT045,2811.181403212851
FDH02,OUT035,1364.0491539906102
FDK60,OUT013,1554.0070756410257
FDS24,OUT019,230.00859181286538
FDL03,OUT010,542.9755395973153
FDB46,OUT027,5669.163351428572
FDO48,OUT049,3753.0000993630556
FDZ39,OUT049,1509.4323129186605
FDT02,OUT027,1378.263185276074
FDC50,OUT013,1554.0070756410257
FDP39,OUT035,754.596095726496
DRG15,OUT018,876.3205797979805
FDP10,OUT018,1509.4323129186605
FDF53,OUT027,5669.163351428572
FDN34,OUT045,2811.181403212851
FDK02,OUT045,2054.21570662021
FDC23,OUT045,2736.968429875519
FDJ10,OUT019,286.4177705128203
FDE53,OUT035,1722.3316111731858
FDR25,OUT035,4105.14011097561
FDW50,OUT046,2811.181403212851
FDS09,OUT049,754.596095726496
FDW49,OUT010,384.48867398374
FDU51,OUT046,2736.968429875519
FDF28,OUT018,1936.508247826087
NCY30,OUT018,2736.968429875519
FDD44,OUT045,4105.14011097561
FDX09,OUT017,2736.968429875519
NCF30,OUT013,1936.508247826087
FDZ50,OUT019,542.9755395973153
FDW37,OUT013,1248.2233455555554
FDD11,OUT049,4105.14011097561
DRH39,OUT018,1103.1862133333336
FDA36,OUT049,3389.2269793548367
NCG43,OUT049,1248.2233455555554
FDF02,OUT035,1722.3316111731858
FDP57,OUT027,2513.0798546666674
NCE42,OUT017,4109.900606217616
NCR38,OUT027,5669.163351428572
FDP03,OUT019,286.4177705128203
FDO51,OUT035,637.5735090128754
NCQ42,OUT046,2202.299020111731
NCM41,OUT046,1364.0491539906102
FDH48,OUT027,2513.0798546666674
DRF60,OUT046,4109.900606217616
FDJ27,OUT035,1722.3316111731858
FDQ14,OUT013,2346.648786938776
FDN27,OUT017,1874.4309598591558
NCQ02,OUT046,3087.5075112820527
FDJ33,OUT049,2054.21570662021
FDP07,OUT027,5669.163351428572
DRE01,OUT049,3593.1412351254467
FDU36,OUT045,1554.0070756410257
FDL28,OUT017,3593.1412351254467
NCX53,OUT046,2202.299020111731
FDZ39,OUT013,1722.3316111731858
NCP42,OUT013,3087.5075112820527
FDJ14,OUT035,1364.0491539906102
FDK04,OUT049,876.3205797979805
NCC19,OUT017,3087.5075112820527
FDS09,OUT018,754.596095726496
FDZ02,OUT046,1554.0070756410257
FDD35,OUT018,1936.508247826087
NCY42,OUT017,2384.015126168225
FDB05,OUT045,3593.1412351254467
FDF20,OUT035,3087.5075112820527
NCO41,OUT018,1509.4323129186605
FDC40,OUT027,2513.0798546666674
FDV58,OUT045,2880.9695613636372
FDZ57,OUT045,2202.299020111731
DRM35,OUT046,2736.968429875519
DRN36,OUT018,1509.4323129186605
FDQ13,OUT046,1443.5247018633534
DRO35,OUT010,286.4177705128203
NCD43,OUT035,1722.3316111731858
FDA51,OUT018,1874.4309598591558
NCX17,OUT027,5669.163351428572
NCZ17,OUT049,637.5735090128754
FDR11,OUT027,4117.3177126315795
FDW34,OUT049,4109.900606217616
FDN50,OUT017,1364.0491539906102
FDS09,OUT046,754.596095726496
FDS48,OUT018,2346.648786938776
FDL44,OUT049,2811.181403212851
DRF48,OUT018,3087.5075112820527
FDA14,OUT018,2346.648786938776
NCD30,OUT049,1509.4323129186605
FDI16,OUT017,754.596095726496
NCG06,OUT035,4105.14011097561
DRZ24,OUT035,2054.21570662021
NCS17,OUT045,1554.0070756410257
FDB37,OUT045,4109.900606217616
FDE10,OUT035,2054.21570662021
FDC57,OUT045,2880.9695613636372
FDM12,OUT018,3087.5075112820527
FDE24,OUT049,2054.21570662021
FDW22,OUT045,3753.0000993630556
DRD01,OUT027,1378.263185276074
NCZ18,OUT027,5669.163351428572
FDN49,OUT045,637.5735090128754
FDR22,OUT035,1874.4309598591558
FDV08,OUT019,130.33349056603774
FDY39,OUT046,3389.2269793548367
FDV36,OUT049,2202.299020111731
FDO60,OUT045,754.596095726496
FDU04,OUT027,3175.3359881578954
FDR20,OUT027,1378.263185276074
FDW19,OUT019,230.00859181286538
FDU40,OUT049,2880.9695613636372
FDK15,OUT045,1554.0070756410257
DRF15,OUT035,2539.3942358778613
FDQ25,OUT017,2997.4076790419144
FDI48,OUT019,130.33349056603774
FDS49,OUT046,1364.0491539906102
FDV22,OUT046,2811.181403212851
NCV42,OUT046,1722.3316111731858
FDX26,OUT046,3389.2269793548367
FDI33,OUT018,1248.2233455555554
FDZ14,OUT049,2054.21570662021
FDG10,OUT013,876.3205797979805
FDM38,OUT018,754.596095726496
FDG26,OUT027,5669.163351428572
FDH46,OUT035,1722.3316111731858
FDN13,OUT018,1509.4323129186605
FDU57,OUT035,2384.015126168225
NCI06,OUT046,2736.968429875519
FDM38,OUT045,876.3205797979805
NCG42,OUT010,286.4177705128203
FDL39,OUT045,2736.968429875519
FDT31,OUT019,542.9755395973153
FDV59,OUT013,3753.0000993630556
FDB49,OUT035,1722.3316111731858
FDD58,OUT049,1509.4323129186605
DRN59,OUT046,754.596095726496
FDX48,OUT049,2539.3942358778613
FDQ11,OUT049,4105.14011097561
FDY12,OUT049,876.3205797979805
FDQ11,OUT045,4105.14011097561
DRI11,OUT017,1874.4309598591558
FDY32,OUT027,4117.3177126315795
FDS51,OUT045,876.3205797979805
FDR19,OUT010,384.48867398374
DRB13,OUT018,3087.5075112820527
FDS21,OUT035,876.3205797979805
FDQ40,OUT045,2736.968429875519
NCE55,OUT013,2736.968429875519
FDX43,OUT027,4117.3177126315795
FDS12,OUT049,2054.21570662021
DRK01,OUT027,2513.0798546666674
FDN25,OUT017,876.3205797979805
FDB60,OUT046,3087.5075112820527
FDQ13,OUT017,1364.0491539906102
DRK13,OUT045,3087.5075112820527
DRF25,OUT018,552.5502107784432
NCD42,OUT019,130.33349056603774
FDW25,OUT045,1364.0491539906102
NCV29,OUT027,5669.163351428572
NCK42,OUT035,3753.0000993630556
DRJ13,OUT027,4117.3177126315795
DRD15,OUT017,4109.900606217616
FDM27,OUT045,2539.3942358778613
FDZ50,OUT018,3389.2269793548367
FDC04,OUT046,4109.900606217616
FDF50,OUT049,3087.5075112820527
FDP15,OUT045,4105.14011097561
FDK46,OUT035,4105.14011097561
FDZ56,OUT018,2346.648786938776
FDY60,OUT049,2202.299020111731
FDB10,OUT035,3593.1412351254467
FDR57,OUT045,2384.015126168225
FDU58,OUT049,3087.5075112820527
FDH02,OUT046,1364.0491539906102
FDP48,OUT013,3389.2269793548367
FDI46,OUT035,4105.14011097561
FDW56,OUT013,3087.5075112820527
NCM19,OUT010,286.4177705128203
FDS50,OUT027,5669.163351428572
FDK24,OUT013,637.5735090128754
FDO36,OUT017,2880.9695613636372
FDK45,OUT027,3175.3359881578954
NCL05,OUT045,637.5735090128754
FDL32,OUT018,1874.4309598591558
FDA28,OUT049,2054.21570662021
FDY36,OUT018,1103.1862133333336
FDP32,OUT018,1936.508247826087
FDL50,OUT046,2054.21570662021
DRC24,OUT049,2539.3942358778613
NCS18,OUT017,1722.3316111731858
FDD16,OUT017,1103.1862133333336
NCV18,OUT013,1443.5247018633534
FDX07,OUT046,2880.9695613636372
NCZ05,OUT027,2513.0798546666674
NCI31,OUT013,552.5502107784432
FDK14,OUT049,1248.2233455555554
NCR06,OUT045,637.5735090128754
NCF54,OUT049,2997.4076790419144
DRG23,OUT010,384.48867398374
FDD53,OUT046,637.5735090128754
NCM31,OUT027,3175.3359881578954
FDT16,OUT017,4105.14011097561
FDR40,OUT035,1364.0491539906102
DRG25,OUT017,3389.2269793548367
FDT10,OUT035,876.3205797979805
FDY32,OUT013,2346.648786938776
FDN50,OUT035,1364.0491539906102
FDZ35,OUT019,230.00859181286538
NCP54,OUT045,2202.299020111731
NCD07,OUT035,1722.3316111731858
FDS02,OUT018,3087.5075112820527
DRN59,OUT018,754.596095726496
DRB24,OUT013,2346.648786938776
FDP37,OUT027,3175.3359881578954
DRB01,OUT018,3087.5075112820527
FDR47,OUT046,2880.9695613636372
NCM31,OUT010,286.4177705128203
NCF06,OUT027,5669.163351428572
NCV17,OUT027,3175.3359881578954
FDS10,OUT049,2736.968429875519
FDN52,OUT035,1364.0491539906102
FDZ48,OUT013,1874.4309598591558
FDJ48,OUT049,4105.14011097561
DRB13,OUT027,5669.163351428572
FDV59,OUT017,3753.0000993630556
FDL32,OUT035,1722.3316111731858
FDZ12,OUT035,2054.21570662021
NCR06,OUT027,1378.263185276074
FDP51,OUT017,2054.21570662021
FDY22,OUT013,1936.508247826087
FDZ38,OUT049,2997.4076790419144
NCO54,OUT035,876.3205797979805
FDR23,OUT035,2736.968429875519
